RASMC_RNA_0H_1	RASMC_RNA_0H_0	RASMC_RNA_PDGF_2H_2	RASMC_RNA_PDGF_2H_0	RASMC_RNA_PDGF_2H_1	RASMC_RNA_PDGF_JQ1_2H_0	RASMC_RNA_PDGF_JQ1_2H_1	RASMC_RNA_PDGF_JQ1_2H_2	RASMC_RNA_PDGF_24H_1	RASMC_RNA_PDGF_24H_2	RASMC_RNA_PDGF_24H_0	RASMC_RNA_PDGF_JQ1_24H_2	RASMC_RNA_PDGF_JQ1_24H_1	RASMC_RNA_PDGF_JQ1_24H_0
Actr1b	38.0338	37.2013	58.3824	59.4874	54.1377	56.5739	54.9373	60.5758	37.6771	39.209	43.4472	41.7057	41.2292	43.3043
Actr2	129.457	128.777	244.983	198.398	233.152	154.966	147.516	176.947	191.88	236.236	182.58	235.794	212.444	237.621
Actr3	212.701	218.529	268.112	291.604	301.477	207.541	213.328	182.622	190.556	199.834	198.832	162.83	156.835	158.791
Actr3b	4.36224	4.05157	17.1499	16.8569	16.1558	15.2768	12.8796	12.1329	11.7764	11.1779	13.2672	9.61968	13.2302	9.05792
Actr5	2.40162	3.86949	3.14546	2.13642	1.02088	2.70511	1.70606	2.49031	3.1283	3.25289	1.66955	3.71294	3.54692	4.45722
Actr6	14.4332	17.2193	8.31874	13.4909	11.0645	15.1092	12.347	9.48562	24.3486	24.1571	19.7375	30.6964	35.5127	29.6362
Actr8	19.9696	14.7165	14.6849	13.6478	16.9283	11.6261	8.87782	10.2236	21.939	20.6563	21.471	26.1013	27.4792	25.2861
Actrt1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Actrt2	0	0	0	0	0	0	0	0	0.119167	0	0	0	0	0
Actrt3	0	0	0	0	0	0	0	0.115731	0.703586	0.506866	0.775882	0.0768387	0	0
Acvr1	15.1224	19.5916	23.1043	22.7454	18.5859	33.9782	29.5043	28.145	18.1066	19.5661	18.9588	9.4323	11.6988	8.57122
Acvr1b	3.1859	3.11244	2.0391	1.61308	4.55781	3.66842	2.38893	2.03923	3.20268	3.08869	2.56337	1.92934	2.36505	2.7946
Acvr1c	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acvr2a	4.65606	2.90869	5.12495	4.4965	2.9159	10.7209	10.3072	8.71294	3.42748	3.55411	2.40524	5.30847	3.69164	2.57538
Acvr2b	0.421188	0.853511	0.423481	0.333102	1.34456	0.719779	2.19642	0.595556	1.43039	0.772843	0.177454	0.746893	0.727067	1.15875
Acvrl1	1.44505	1.56926	0.742754	0.828867	0.0325276	0	0.218796	0.352189	1.85997	1.21529	0.794201	0.0850302	0	0.0975045
Acy1	27.3868	26.9433	31.84	28.4196	17.5896	17.1633	20.1173	17.3136	44.6202	43.6149	37.4715	40.4206	46.2367	40.9776
Acy3	16.1166	22.7156	12.4804	11.4258	5.25098	3.04325	6.91459	5.55144	20.3663	19.5626	20.0848	1.33452	0.584251	0.218615
Acyp1	34.1468	21.4303	30.4849	24.3232	36.7646	15.4975	9.64084	12.0347	34.2582	32.4675	41.7495	20.9394	21.732	21.0306
Acyp2	1.43553	3.29687	1.62376	2.10842	5.38458	5.37819	1.87151	2.36813	6.85571	6.7498	4.68729	5.39073	10.4629	6.43914
Ada	3.64201	6.55565	4.53862	6.37498	6.84482	5.48892	4.41374	6.73742	7.54527	7.24752	11.3516	4.00238	5.8442	2.0248
Adad1	0	0	0	0	0	0	0.181103	0	0	0	0	0	0	0
Adal	3.05307	4.85653	1.01062	1.12226	2.94448	2.54938	3.62745	2.08081	2.66057	2.16983	1.49466	5.08208	3.85581	3.67764
Adam10	14.7169	13.0663	9.86613	8.06286	12.5	18.6146	19.4432	19.0607	17.8782	19.2331	18.9701	25.9764	23.5038	24.6206
Adam11	0	0	0	0.032688	0	0	0	0	0	0.165901	0	0.18108	0	0.069215
Adam15	16.6354	15.8048	15.484	16.9897	20.8214	24.0891	23.9776	25.0898	29.2266	27.7236	26.335	35.4222	37.0341	34.7055
Adam17	21.4838	20.1025	26.6854	23.0332	17.9648	21.6032	26.5031	21.3442	22.3689	25.0034	19.9097	29.0448	26.1071	27.2146
Adam19	16.6821	12.9855	30.7365	26.1184	27.3831	3.12619	4.10557	4.08385	15.5423	15.5773	14.3418	3.57678	3.06564	3.28121
Adam1a	3.60267	2.62573	4.15582	2.48108	1.65186	2.02408	2.82619	2.81566	0.83044	1.2737	1.64839	1.00054	0.944079	0.422699
Adam2	0	0	0.190582	0.137059	0	0.199339	0	0.142945	0	0	0	0	0	0
Adam23	0.617714	0.20399	0.759094	0.540223	0.361519	1.65412	0	0.593078	1.3087	1.73166	1.21934	4.48896	3.93396	4.66588
Adam26a	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Adam28	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Adam30	0	0	0	0	0	0	0.0318646	0	0	0	0	0	0	0
Adam32	0	0	0.116342	0.244033	0	0	0	0.145436	0	0	0	0	0	0
Adam34	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Adam3a	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Adam4	0.218012	0.364474	0.226049	0.237074	0	0.275842	0	0.329674	0.159067	0.137511	0.599909	0.187615	0.258733	0.286852
Adam4l1	0.486839	0.924433	0.149566	0.201679	0	0	0	0.0467422	0.347318	0.341194	0.313368	0.186205	0.285319	0.391456
Adam5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Adam6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Adam7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Adam9	43.3282	39.2173	55.7785	59.8131	50.1219	68.1876	75.8125	72.1028	42.1636	41.5074	37.7549	44.0384	42.1831	41.9851
Adamdec1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Adamts1	107.214	108.303	337.562	316.544	353.067	166.681	190.689	171.012	109.626	133.178	105.606	54.5487	50.0888	49.8673
Adamts10	51.4831	53.2629	23.0026	18.6123	20.6523	16.2992	27.1102	23.2283	28.6831	26.1022	25.4776	6.88461	7.04765	9.04027
Adamts12	136.591	125.825	101.031	94.9541	115.105	104.764	119.411	97.3459	33.4203	33.3482	34.456	4.26016	3.90897	3.76964
Adamts14	2.25888	1.30998	4.64622	2.69318	2.06364	0.504562	2.01398	0.729984	2.8943	4.42497	6.04295	0.273942	0.0774938	0.241639
Adamts15	5.73907	4.99309	0.418347	0.259361	0.842756	0.0905321	0.528145	0.234433	0.645618	0.566025	0.398965	0.239461	0.121085	0.0549182
Adamts18	0	0	0.0236759	0	0	0	0	0	0	0	0	0	0	0
Adamts19	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Adamts2	15.6508	14.5773	15.6097	13.2069	14.4721	16.918	20.7162	19.5722	11.3124	12.0738	15.6669	7.24971	8.15633	9.05273
Adamts3	1.75868	1.02267	1.37424	0.950285	3.14152	1.63641	2.0383	0.951453	0.232088	0.636635	0.372091	0.842278	0.596909	1.14694
Adamts4	0.0780035	0	0.620072	0.484708	0.6163	0	0	0.0674033	0.705728	0.959416	1.24268	0.0223759	0.0205718	0.0513171
Adamts5	8.76335	9.59946	5.31886	4.04352	4.7535	2.88466	3.28557	1.68277	5.79444	5.87202	5.31059	6.2403	5.53674	4.21847
Adamts7	0.697014	0.350836	0.761564	0.97801	0.829019	0.61774	0.550049	0.699438	4.40971	4.39642	3.85552	0.554682	0.877607	0.502929
Adamts9	15.9475	15.608	8.48556	8.52896	11.5929	12.6809	17.215	12.1735	3.07221	2.43521	2.264	1.70872	1.54602	1.68985
Adamtsl3	2.37188	1.37645	1.38823	1.35553	2.4166	0.475662	1.28522	0.718092	4.305	3.75655	4.34282	0.21852	0.173506	0.0797293
Adamtsl4	31.0032	22.3813	18.5341	18.0064	20.6606	18.2902	15.7052	17.0762	14.6578	12.5037	11.054	4.86149	4.32272	4.90329
Adamtsl5	22.6385	17.571	22.3268	17.9202	31.1399	9.27854	10.3393	12.3353	24.1557	20.8277	30.8237	8.85171	9.88733	8.91708
Adap1	0	0	0	0	0	0	0	0	0.0330811	0	0	0.0975453	0.179361	0.149141
Adap2	0.267526	0	0	0	0	0	0	0	0.0446159	0.0964243	0	0.131558	0	0
Adar	10.7763	12.1974	21.8504	19.3969	32.6064	8.31073	16.5448	13.0055	8.61747	9.47068	10.3839	10.5927	9.98494	11.5559
Adarb1	89.7766	89.293	57.8665	57.2071	58.8084	50.5644	50.9545	46.5288	14.1777	13.3067	12.6147	13.4052	13.3775	13.4507
Adarb2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Adat1	0.942811	0.668691	1.24418	0.719004	0	1.67316	2.16909	1.29609	0.800467	0.62171	0.719966	1.72106	1.33365	1.748
Adat2	6.40647	5.17612	1.71978	4.63797	5.67872	0	1.99383	0.752448	5.66366	4.08012	6.70203	1.78422	1.18106	0.245516
Adat3	5.23945	7.47467	11.9517	11.6556	2.48379	9.4704	12.7292	16.0271	7.27871	7.40273	7.64889	10.4006	10.4464	10.5476
Adck1	3.48595	1.74291	1.30616	0.971726	1.54442	3.62744	3.90255	1.85801	3.00459	4.27423	3.85016	3.77559	3.91796	4.11515
Adck2	6.6326	6.18982	1.94393	3.26418	0.326067	4.10487	3.71514	5.41031	5.85365	5.78999	6.57808	9.46739	9.9635	6.87682
Adck3	4.54566	2.34441	0.998096	0.897237	1.9718	2.43591	2.75189	2.17191	3.0279	1.9227	3.16002	3.31358	4.23114	4.25707
Adck4	12.3723	12.5773	14.6036	15.3761	21.4392	18.4977	15.3148	13.7894	17.1587	16.3819	21.4461	15.1971	16.8003	17.2566
Adck5	9.71991	7.04477	9.24132	7.88362	15.988	13.5126	14.27	13.6153	12.5017	12.7349	11.1827	17.5707	21.191	16.4688
Adcy1	0.0608301	0.512248	0	0	0	0	0	0	0	0	0	0.0465322	0	0
Adcy10	0.0863625	0.110005	0.0852821	0.10733	0	0	0.249783	0.106609	0.0288057	0.0155638	0.128651	0.0849385	0	0
Adcy2	0	0	0	0	0	0	0	0	0	0	0.0196115	0	0	0
Adcy3	9.43431	10.0201	6.55976	6.51761	4.62829	5.21611	3.1366	5.94634	18.7232	17.8171	16.2676	5.76283	6.4398	5.11137
Adcy4	11.0326	9.21515	9.17775	7.68297	9.28454	3.63075	5.35945	3.94483	15.2334	14.4456	13.4879	2.46635	2.1471	2.10236
Adcy5	1.92143	1.87749	1.36456	1.25938	1.94096	0.380605	0.555092	0.636834	1.014	0.514661	0.259216	0.0906044	0.138832	0.173161
Adcy6	31.2111	33.1664	31.3461	26.6419	37.4829	19.479	24.8	22.7786	33.918	34.4831	37.0963	16.3028	15.641	17.4266
Adcy7	1.43588	0.894816	1.21666	0.652392	0.0271081	0.245584	0.0520976	0.320193	3.11819	3.54482	3.88183	3.0294	2.3291	2.49872
Adcy8	0.0695276	0	0	0.0172816	0	0	0	0	0.0162334	0.0701674	0.112779	0.0638225	0	0.0914819
Adcyap1	0	0	0	0	0	0	0	0	0	0	0	0	0.0610222	0
Adcyap1r1	0	0	0	0.0255606	0	0	0.138837	0.053323	0	0.0129681	0	0.0117954	0	0
Add1	126.865	124.238	121.875	118.915	107.285	118.384	125.626	127.362	103.013	105.443	99.8759	108.484	104.667	111.432
Add2	0.0263581	0	0	0.252304	0.0462785	0	0.0444701	0.0455537	2.13187	1.85412	2.19888	0.241722	0.361484	0.034681
Add3	2.34972	2.37837	0.893863	1.46989	0.636819	5.69681	8.9397	5.96858	1.96985	1.41246	1.38862	3.16661	2.26249	2.24095
Adgrb2	0.0254927	0.303068	0.264324	0	0	0.12902	0.21505	0.13217	0.0744006	0.0160795	0.132914	0.029251	0.0537853	0.28511
Adgrb3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Adgre1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Adgre5	5.65235	6.36438	8.50555	7.67308	9.92417	4.30674	6.45538	5.93621	9.16187	8.74851	7.0527	9.37928	8.99001	9.15342
Adgrf3	0	0	0	0.0516666	0	0.0300578	0	0	0	0.0262224	0	0.0477025	0	0
Adgrf5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Adgrg1	0.036337	0.242994	1.75824	0.880601	0.318995	1.33987	0.766324	1.41295	0.48783	0.458392	0.589412	0.0416942	0.0574988	0.0239055
Adgrg2	0.0849029	0.357529	0.0782436	0	0	0	0	0.0488909	0.0825934	0.053542	0.147565	0.0324607	0.0447729	0.0744674
Adgrg5	0.214239	0	0	0	0	0	0	0	0.0555786	0.0600585	0	0	0	0
Adgrg7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Adgrl1	7.69884	5.05094	7.72641	7.04488	9.61232	7.14137	8.12059	7.31294	5.99177	6.79128	6.97746	3.88691	3.66978	3.52669
Adgrl2	37.5399	36.7538	46.7923	40.4888	40.0756	28.0942	28.487	29.4279	39.6721	44.3678	40.9903	21.9929	19.4611	21.1867
Adgrl3	0.0470621	0.0524526	0	0	0	0	0	0	0.0412054	0	0	0	0	0
Adgrl4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Adh1	1.98362	3.34458	1.21295	2.03854	0.200929	1.15837	1.60897	0.593327	10.7769	8.22885	6.49702	3.63295	4.30583	4.81842
Adh4	0	0	0	0.0671871	0	0	0	0	0	0	0	0	0	0
Adh5	53.7598	55.946	41.4091	52.5638	53.4057	56.2308	56.3722	62.4743	60.8905	52.1177	61.689	59.7894	70.5497	73.9967
Adh6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Adh6a	0	0	0.502642	0	0	0	0	0	0	0.229328	0.491459	0	0	0
Adh7	5.74229	7.73491	4.64247	4.92455	3.12486	0.825487	2.60616	1.8571	7.99725	7.41336	7.00331	1.61832	1.41699	2.12084
Adhfe1	1.47972	0.879575	0.664848	0.0919484	0	2.03271	0	0.0639315	1.38194	0.933333	0.385747	0.169787	0	0.194696
Adi1	11.062	8.9963	7.76064	6.77123	7.92348	8.51517	11.5136	9.22583	10.5366	12.4968	10.011	8.4619	9.17302	10.2826
Adipoq	0	0	0	0.0591832	0	0	0	0	0	0	0	0	0	0
Adipor1	111.371	98.3956	115.315	112.828	105.717	113.633	106.62	119.702	101.602	102.771	113.306	100.248	103.27	97.9717
Adipor2	34.929	37.0099	49.7521	42.7128	49.7394	50.6879	67.8593	63.9156	38.2323	40.6071	39.3875	61.511	63.2511	57.5913
Adk	25.8306	29.3224	29.4831	29.5258	39.8933	28.3594	44.5889	37.4762	22.2438	20.567	19.3054	21.0399	23.002	21.5041
Adm	7.38487	7.44412	3.06998	4.36427	0.453359	4.55522	6.099	4.9087	7.23452	8.01309	7.47926	2.19248	2.50601	3.53336
Adm2	0.817149	1.32472	2.36209	1.75411	1.826	0	0	0	1.47428	1.78053	5.25025	0.0852382	0.235097	0.488716
Adnp	19.0965	19.2098	18.9372	18.6401	17.4011	20.34	20.8965	16.2925	21.6215	21.8831	19.8718	14.5683	12.3009	16.2058
Adnp2	9.36031	9.49335	8.70465	7.63465	10.6515	9.61416	7.98658	9.84892	9.03154	9.54694	6.23014	10.1602	7.7411	8.26439
Ado	8.31471	5.66709	11.495	10.5665	11.8545	3.4352	7.59419	8.21118	7.51716	6.07259	4.56329	7.02988	9.03513	5.84025
Adora1	0	0	0	0.174472	0	0	0	0	0	0	0	0	0	0
Adora2a	0.0535955	0	0.14819	0	0.0470504	0	0.316483	0	0	0.0338054	0	0	0	0
Adora2b	0.784922	0	0.15502	0.371615	2.16564	0	0.504488	1.09813	0.436343	0.377212	0.476367	0.128663	0.0788598	0.245898
Adpgk	21.9543	21.9924	16.4745	18.3282	22.0072	23.5584	25.7066	28.5563	21.6333	20.6822	22.4547	41.6109	39.9937	42.1955
Adprh	27.5995	19.4024	19.7845	19.9796	9.95266	28.5546	18.3436	19.9142	25.331	24.5007	22.5564	24.2578	27.5957	28.7947
Adprhl1	3.37172	3.45322	4.34639	3.68068	0.159998	1.31772	0.384364	0.866182	0.0531913	0.114958	0.0527912	0.104562	0.048066	0.119902
Adprhl2	35.9029	28.5712	40.2166	37.6071	37.9395	43.6965	43.7906	51.0684	51.6718	49.7733	64.9876	45.6082	45.9874	48.6146
Adprm	14.5496	14.5001	19.3962	16.6469	20.8825	18.6177	24.9369	20.0559	15.098	17.0433	24.1489	24.1807	23.9365	20.3592
Adra1a	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Adra1b	0.317951	0.0787487	0	0.197572	0	0.498075	0	0	0.154657	0.133699	0.214891	0.27362	0.167706	0
Adra1d	5.48245	7.55108	4.25186	4.81931	5.98683	1.28906	0.977613	0.654765	10.3549	9.33396	11.4906	0.281293	0.235103	0
Adra2a	0	0	0.195251	0.058507	0.661253	0.238261	0	0.325438	0.247312	0.0593882	0.21818	0.027009	0.198651	0.092914
Adra2b	0	0.0236423	0	0	0	0	0	0	0	0	0	0	0	0
Adra2c	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Adrb1	0	0	0.423365	0	0	0	0	0	0	0.128772	0	0	0	0.201466
Adrb2	0.265872	0	0.918908	1.36299	0.70021	5.67069	3.19603	5.74352	0.504367	0.880419	0	1.83041	1.99837	0.962016
Adrb3	0.124544	0.231349	0.0430451	0	0	0	0	0	0	0	0	0	0	0
Adrbk1	23.971	24.5388	34.8898	30.8511	31.795	32.792	28.0917	27.6814	24.0642	26.2816	27.5502	27.8208	30.6875	26.9413
Adrbk2	0.169162	0	0.389773	0.280309	0	0	0	0.0487246	0.131654	0.106699	0	0.258802	0.267678	0.0370962
Adrm1	71.7597	89.6062	130.415	115.998	108.494	108.233	111.821	120.571	104.25	108.064	122.115	166.108	176.95	175.068
Adsl	25.0334	26.342	25.7628	24.1589	18.1703	18.3015	13.862	19.3958	23.6731	27.4337	30.9891	41.9627	41.8989	39.9304
Adss	76.2314	76.6767	180.811	191.886	177.601	151.985	141.82	146.9	113.075	123.246	127.238	76.236	74.3147	71.5413
Adtrp	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aebp1	115.753	117.309	122.722	112.523	107.554	96.265	110.105	106.573	161.202	162.268	177.95	24.2767	25.3923	25.3502
Aebp2	14.2359	15.9199	30.6644	26.985	25.9416	23.1325	18.0742	20.9992	19.221	14.512	13.4535	11.921	11.3391	13.6699
Aen	31.111	27.614	58.6577	51.2957	63.2742	38.9615	44.6511	44.1322	32.4735	37.009	44.201	26.2321	21.6223	22.8938
Aes	362.087	376.838	419.152	393.578	419.735	365.9	417.415	425.346	526.873	483.568	530.536	308.177	340.024	298.388
Afap1	42.2095	39.0683	60.1776	44.176	43.6832	61.0684	71.3672	62.1385	33.1867	35.0297	30.4865	37.3159	31.9082	33.1551
Afap1l1	0	0	0	0.0470166	0	0	0.255311	0	0.0883298	0.143174	0.0219163	0	0	0
Afap1l2	7.48945	8.01819	2.49388	3.46289	4.60946	0.25619	0.978258	0.417528	3.08363	4.14491	3.43366	0.517466	0.220881	0.381459
Aff1	6.76468	5.48513	12.9563	13.9492	13.0095	13.4723	15.2791	13.3507	7.54471	6.88925	8.17157	8.73815	7.70071	8.97294
Aff3	5.70785	6.08394	6.74024	5.25688	8.02326	6.38674	7.96768	5.46063	2.02281	1.75726	2.69647	1.81277	1.36196	0.938773
Aff4	21.1187	20.1106	26.3199	23.1874	27.9954	28.4524	28.1958	25.2333	16.3429	18.4732	13.7454	21.9013	17.2543	19.0174
Afg3l1	31.9854	28.053	23.4146	22.205	24.2281	20.4152	21.9356	18.4718	25.2968	26.665	24.706	25.3521	27.4031	23.9987
Afg3l2	21.1516	23.5505	46.8221	45.4791	37.7354	44.7847	50.8514	45.0211	30.4366	31.8957	28.406	33.8019	36.11	35.9021
Afm	0	0.447639	0	0	0	0	0	0	0	0.189999	0	0.129614	0	0
Afmid	0.58291	0.590615	0.293042	0.329287	0.0465205	2.03061	0	1.14476	1.51564	1.30356	1.71913	0.668848	0.447216	0.836696
Afp	0	0	0	0.255737	0	0	0	0	0	0	0	0	0	0
Aftph	12.5381	12.8401	20.3379	19.1401	27.3432	9.50154	10.5041	9.38866	21.6233	20.8425	22.2599	22.6583	21.0498	23.7132
Aga	81.1886	74.7106	62.5102	69.0776	78.0723	67.6404	60.0593	63.5717	74.6574	73.5058	67.5835	27.6608	22.2683	31.3079
Agap1	8.55031	8.16986	6.94491	5.98529	6.9988	5.65695	9.12542	8.29751	9.3762	10.3563	11.8295	12.8715	11.0364	10.8797
Agap2	0	0	0	0	0	0	0	0	0	0	0	0.0149911	0	0
Agap3	13.2993	14.6633	13.7436	13.5498	10.5194	10.5247	11.2814	10.6867	14.1959	15.0043	19.4197	17.9081	19.0704	19.056
Agbl4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Agbl5	2.16424	2.00642	1.15289	0.937687	0.557781	0.258401	0.736979	0.2402	2.54972	1.92867	1.8864	1.02522	0.712158	0.67925
Ager	2.21067	1.86658	3.47297	3.55911	3.52855	0.799165	3.64496	1.04196	1.29037	2.662	0.465697	0.518848	0.848027	0.462751
Agfg1	46.0515	34.3069	45.4753	49.4548	42.3998	37.1819	33.3658	48.1125	31.2589	36.4606	30.3034	47.2253	34.0021	43.2278
Agfg2	11.9705	15.0328	6.6263	6.1363	4.73632	16.7871	15.2385	12.3626	12.6248	10.3913	11.302	9.28587	9.32485	9.4439
Agk	9.39165	10.8152	8.47496	8.18151	8.00615	6.02605	3.15883	4.12292	10.5056	9.59997	12.6308	13.7215	11.4684	11.5228
Agl	9.5591	9.83636	5.74079	4.69622	3.98079	7.12145	7.79058	6.04255	7.24241	7.30234	6.4855	6.93744	6.28173	6.97172
Agmat	0	0	0	0	0	0	0	0.198065	0	0	0	0	0.181352	0.0753979
Agmo	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ago1	6.15418	6.99208	3.73553	3.42161	2.42445	4.67137	3.43704	3.40284	6.58737	5.91403	5.82675	5.40859	5.20631	5.2824
Ago2	5.76914	6.59187	15.4198	12.0452	13.2805	14.7936	15.7032	13.471	8.14176	10.4153	10.9622	13.1217	11.9285	12.0778
Ago3	1.8475	1.41902	2.95592	2.45083	2.76996	1.71097	2.55665	2.61887	1.76905	2.56631	2.28486	2.45334	1.59859	3.14102
Ago4	0.536451	1.56867	0.406704	0.107531	0.789964	0.0500462	0	0.119626	0.484843	0.371113	0.380947	0.138993	0.182552	0.136615
Agpat1	52.8915	51.9826	68.1961	51.5235	50.6122	52.1744	49.9458	56.1432	72.4841	70.9721	93.8545	74.886	85.0438	79.6928
Agpat2	14.3667	13.039	54.3864	48.4113	48.7559	29.1399	35.138	58.9888	24.4259	28.8274	23.3484	11.3955	16.6814	21.4405
Agpat3	5.23003	6.61255	8.36748	7.404	8.10889	4.65044	4.64319	4.40996	6.42561	6.89033	5.32661	6.09788	6.05117	5.60508
Agpat4	18.1224	19.551	20.1354	20.6799	12.4281	14.5227	13.193	15.9479	37.5533	34.7363	45.2145	20.4115	20.3296	21.8456
Agpat5	19.0398	20.6294	6.56159	8.18294	6.0693	11.5046	16.8946	12.2326	18.3518	15.1934	19.962	14.3232	14.4418	9.27713
Agpat6	27.7028	25.8769	44.0866	44.6277	50.3582	51.4135	40.132	50.252	25.7264	26.2497	33.2071	43.4741	46.7805	52.1266
Agpat9	2.91354	1.57906	24.4519	24.7499	20.5221	22.0564	24.6936	24.2283	3.20121	3.58896	3.29627	2.83179	2.09724	3.24723
Agps	14.1694	12.9542	21.8007	16.7575	14.7893	21.1502	29.4693	21.3845	16.1222	18.575	16.6818	21.9152	20.0105	23.7127
Agr2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Agr3	0	0	0.390408	0	0	0	0	0	0	0	0	0	0	0
Agrn	24.0536	21.077	17.5768	16.7889	19.8035	26.5707	28.7997	27.5139	24.3873	26.9855	29.7517	15.4412	12.9562	16.4556
Agrp	0	0	0.37975	0.341376	0	1.5888	0	1.42415	0	0	2.06868	0.945551	0.434657	0
Agt	0.600547	0.839948	0.537219	0.219515	0	0.102165	1.13241	0.610513	0.28868	0.133693	0.532088	0.0810689	0.0372663	0.046481
Agtpbp1	10.7831	7.89537	11.1559	10.7208	11.4096	7.93047	8.53006	8.88576	8.41992	8.0356	8.34003	9.65243	8.97966	10.5611
Agtr1a	34.7716	35.5793	25.5499	26.2656	36.6737	10.9751	8.74509	12.4771	10.9495	9.10763	7.90015	5.4519	5.85858	7.59138
Agtr1b	0.0309157	0	0	0	0	0	0	0	0	0	0	0	0	0
Agtr2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Agtrap	8.57931	10.2832	4.97806	5.2922	3.68334	3.75796	3.01113	3.84199	12.5011	11.9288	16.833	7.18551	6.04465	6.38574
Agxt	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Agxt2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ahctf1	12.9536	11.1659	16.8979	14.7042	15.862	20.1612	24.781	21.3788	8.92675	9.97218	9.03918	19.5129	16.6393	17.4614
Ahcy	41.0571	35.6822	40.14	40.5787	32.633	66.9235	63.0545	73.9649	44.0599	42.7108	47.8025	89.9551	87.9309	86.8486
Ahcyl1	62.2335	57.8401	66.6792	72.0753	86.6097	82.4662	89.3545	87.507	64.9425	70.1294	72.4339	88.4085	81.0609	84.3244
Ahcyl2	1.77856	1.66133	2.23051	2.46297	1.69519	4.83134	6.83728	5.3351	2.53604	2.93277	2.29618	5.9328	5.7225	5.83368
Ahdc1	5.39993	4.02003	12.8593	10.422	10.9059	10.2156	11.6383	11.9215	7.2999	6.43139	6.72662	4.44109	4.91719	5.03787
Ahi1	3.53734	3.40138	4.02732	2.68941	5.22431	5.77699	8.49565	8.70241	5.75702	6.43105	2.60371	9.59798	9.68021	12.1833
Ahnak	49.5321	44.6776	71.3413	59.7262	76.7402	103.441	120.839	109.763	30.7781	30.8586	28.5539	54.9459	38.4017	54.6629
Ahr	13.5038	11.1097	37.5943	32.7647	30.7723	17.7159	15.1817	13.9683	24.5642	23.8741	20.3783	17.7386	14.342	17.0901
Ahrr	0.422145	0.748749	0.866001	1.21851	1.24328	0.177221	0.229749	0.0235341	0.429225	0.446644	0.504885	0	0.129289	0.107505
Ahsa1	86.4673	83.6747	89.0144	83.0258	81.2396	71.9683	73.4626	79.5201	93.4317	93.7557	109.247	136.007	163.483	149.73
Ahsa2	12.0911	12.9234	13.2807	12.7215	18.0954	13.7644	14.8199	12.7614	10.2545	11.677	10.4814	13.7131	13.1058	13.7909
Ahsg	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ahsp	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aida	45.7104	52.9839	58.1726	60.6773	75.7014	62.4536	56.7772	53.8889	51.3146	53.6429	52.1309	40.2585	39.4888	41.8408
Aif1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aif1l	8.70279	9.54112	12.2084	10.3385	12.8457	8.42042	8.24114	8.29426	1.09565	0.80725	0.469563	0.513977	0.180014	0.617446
Aifm1	37.9679	37.7273	25.2813	25.5473	27.8947	24.0519	18.0521	22.5259	34.3312	32.8037	39.9708	36.5712	39.8136	34.2146
Aifm2	5.43515	8.6135	3.94091	3.68439	4.70468	2.44573	1.69932	2.85734	6.69998	6.59274	8.91748	2.00613	2.46586	2.42546
Aifm3	0.753172	0.172193	0.800961	0.432014	0	2.93218	0	1.65208	0.811621	0.401977	0.167816	0.797734	0.702857	0.990996
Aig1	15.9461	17.4979	24.0162	23.9517	25.8653	13.2089	15.857	16.9729	47.8333	54.5531	48.5135	37.1393	45.8979	39.4615
Aimp1	66.8206	77.3869	70.7008	80.8982	55.3138	70.7255	70.5057	72.9675	54.0756	60.1584	60.6691	87.8962	98.1854	89.8129
Aimp2	44.8855	43.2554	62.9938	65.1647	52.3	70.6089	85.8257	81.5678	37.7118	39.3789	46.5685	91.769	95.2032	87.2459
